entry_time,entry_price,exit_time,exit_price,exit_reason,size,confidence,strength,bars_held,pnl,return_pct
2026-01-09 01:56:00,620.87,2026-01-09 03:42:00,621.0,TIME_DECAY,270,0.9175702456738145,21.59244286243493,10,35.09999999999877,0.020938360687421755
2026-01-09 03:42:00,621.0,2026-01-09 04:41:00,621.4,TIME_DECAY,247,0.883020514163418,20.33816425120773,10,98.79999999999438,0.06441223832527813
2026-01-09 04:41:00,621.4,2026-01-09 05:36:00,621.81,TIME_DECAY,238,0.8683362411201915,16.48213710975239,10,97.57999999999242,0.06598004505953785
2026-01-09 09:30:00,620.64,2026-01-09 10:20:00,622.6601,TIME_DECAY,265,0.9095211555528153,23.812838360402303,10,535.3265000000187,0.32548659448312556
2026-01-12 00:27:00,621.2,2026-01-12 01:23:00,621.33,TIME_DECAY,239,0.8679868331350028,18.409529942047207,10,31.069999999998913,0.020927237604635454
2026-01-12 01:23:00,621.33,2026-01-12 02:33:00,621.78,TIME_DECAY,238,0.8657273190428775,17.15658345806537,10,107.09999999998377,0.07242528125149789
2026-01-12 03:19:00,620.97,2026-01-12 04:10:00,620.87,TIME_DECAY,247,0.8792522303394832,20.627566549108387,10,-24.700000000005616,-0.016103837544490514
2026-01-12 04:10:00,620.87,2026-01-12 05:00:00,621.15,TIME_DECAY,253,0.8880956614931421,21.59244286243493,10,70.8399999999931,0.04509800763444404
2026-01-12 05:00:00,621.15,2026-01-12 05:52:00,621.48,TIME_DECAY,230,0.8533691758500365,18.891572084037893,10,75.90000000000941,0.05312726394591338
2026-01-12 05:52:00,621.48,2026-01-12 06:43:00,621.64,TIME_DECAY,236,0.8630427907355196,15.711527321876638,10,37.75999999999249,0.025744995816433056
2026-01-12 06:48:00,621.47,2026-01-12 07:38:00,622.24,TIME_DECAY,236,0.8628487176161382,15.80784269554417,10,181.7199999999957,0.12389978599127581
2026-01-14 09:38:00,621.55,2026-01-14 10:28:00,619.41,TIME_DECAY,214,0.8284387961438792,15.037406483790964,10,-457.9599999999971,-0.3443005389751406
2026-01-14 10:28:00,619.41,2026-01-14 11:18:00,616.345,TIME_DECAY,252,0.8857347369194031,30.0,10,-772.3799999999851,-0.4948257212508582
2026-01-14 11:18:00,616.345,2026-01-14 12:08:00,616.22,TIME_DECAY,252,0.8882489204406738,30.0,10,-31.5,-0.02028084919971769
2026-01-14 12:08:00,616.22,2026-01-14 12:58:00,615.23,TIME_DECAY,212,0.8254824280738831,30.0,10,-209.88000000000193,-0.16065690824705608
2026-01-14 12:58:00,615.23,2026-01-14 13:48:00,615.58,TIME_DECAY,239,0.86737060546875,30.0,10,83.65000000000543,0.05688929343497923
2026-01-14 13:48:00,615.58,2026-01-14 14:38:00,616.685,TIME_DECAY,254,0.8905022144317627,30.0,10,280.66999999997574,0.1795055070015115
2026-01-14 14:38:00,616.685,2026-01-14 15:28:00,617.84,TIME_DECAY,244,0.8755255937576294,30.0,10,281.8200000000211,0.18729172916482265
2026-01-14 15:28:00,617.84,2026-01-14 16:18:00,619.54,TIME_DECAY,240,0.8680947422981262,30.0,10,407.99999999998363,0.2751521429496199
2026-01-14 16:18:00,619.54,2026-01-14 17:08:00,618.97,TIME_DECAY,222,0.8408409357070923,30.0,10,-126.53999999998587,-0.09200374471380966
2026-01-14 17:08:00,618.97,2026-01-14 18:05:00,619.03,TIME_DECAY,203,0.8112179636955261,30.0,10,12.179999999988922,0.009693523110965866
2026-01-14 18:05:00,619.03,2026-01-14 19:00:00,618.82,TIME_DECAY,212,0.8255098462104797,30.0,10,-44.51999999998361,-0.0339240424535035
2026-01-14 19:00:00,618.82,2026-01-15 00:00:00,618.42,TIME_DECAY,203,0.8122352957725525,30.0,10,-81.20000000001846,-0.06463915193434132
2026-01-15 00:00:00,618.42,2026-01-15 01:11:00,620.07,TIME_DECAY,252,0.8859822750091553,30.0,10,415.8000000000229,0.26680896478123134
2026-01-15 01:11:00,620.07,2026-01-15 02:25:00,621.1,TIME_DECAY,245,0.8758006647021448,29.32265711935701,10,252.34999999999332,0.16611027787184876
2026-01-15 02:25:00,621.1,2026-01-15 03:28:00,621.67,TIME_DECAY,253,0.8874003139610842,19.373691837063056,10,144.2099999999839,0.09177266140717055
2026-01-15 15:33:00,621.4001,2026-01-15 16:23:00,621.21,TIME_DECAY,229,0.8500755319225195,16.48117372366095,10,-43.532899999980714,-0.030592206213020532
2026-01-15 16:23:00,621.21,2026-01-15 17:14:00,621.57,TIME_DECAY,190,0.790559153724925,18.313130825324418,10,68.40000000000259,0.05795141739508598
2026-01-15 18:05:00,621.51,2026-01-15 18:58:00,622.24,TIME_DECAY,219,0.8348382453385166,15.422599797268033,10,159.87000000000398,0.11745587359817512
2026-01-16 10:19:00,620.89,2026-01-16 11:09:00,621.31,TIME_DECAY,269,0.9108196815684634,21.39944273542831,10,112.97999999998899,0.06764483241797405
2026-01-16 11:09:00,621.31,2026-01-16 11:59:00,621.825,TIME_DECAY,238,0.8625030368569901,17.349310328178085,10,122.57000000002381,0.08288937889300028
2026-01-16 12:19:00,621.49,2026-01-16 13:09:00,621.46,TIME_DECAY,232,0.852859750907379,15.615215047707839,10,-6.95999999999367,-0.004827109044388923
2026-01-16 13:09:00,621.46,2026-01-16 13:59:00,621.8,TIME_DECAY,230,0.8507451013425258,15.904161168860075,10,78.19999999998117,0.05470987674185276
2026-01-16 14:14:00,621.3,2026-01-16 15:04:00,621.765,TIME_DECAY,243,0.8701524878872152,17.445678416224485,10,112.99500000000774,0.07484307098020793
2026-01-16 15:34:00,621.53,2026-01-16 16:25:00,620.9301,TIME_DECAY,222,0.837564808234931,15.229996943027952,10,-133.17779999998538,-0.09651987836467012
2026-01-16 16:25:00,620.9301,2026-01-16 17:17:00,620.97,TIME_DECAY,233,0.8544519518101861,21.012514935255627,10,9.296699999997372,0.006425844068436805
2026-01-16 17:17:00,620.97,2026-01-16 18:22:00,621.14,TIME_DECAY,214,0.8260962995806591,20.627566549108387,10,36.37999999999124,0.027376523825621054
2026-01-16 18:22:00,621.14,2026-01-16 19:31:00,621.53,TIME_DECAY,206,0.8141346476521529,18.98798982516032,10,80.33999999999719,0.06278777731268093
2026-01-16 19:31:00,621.53,2026-01-16 19:56:00,621.05,END_OF_DATA,232,0.8521461694929876,15.229996943027952,4,-111.36000000000422,-0.07722877415410652
